"Date","Seller","Buyer","Item","Price","Durability","Rarity"
"7/5/2015 12:55:03 AM","uc1","LathionX","Nullcannon IV","$350,000","100","g"
"7/5/2015 1:14:21 AM","nyc2dc","iSmooth","Hold-W206 III","$5,000","80","g"
"7/5/2015 1:14:41 AM","iSmooth","WarRaze","Hold-W117 III","$19,000","47","g"
"7/5/2015 1:15:47 AM","SUMMONED","SmokeBreezy","Hold-R115 VI","$45,000","100","b"
"7/5/2015 1:18:21 AM","iSmooth","SmokeBreezy","Exoprene Shield VI","$12,500","44","g"
"7/5/2015 1:20:36 AM","MrFruitSalt","Superman1333","Matter Inverter II","$5,000","43","g"
"7/5/2015 1:37:46 AM","DeniseHKG","JackAndCoke","Storage V","$800,000","90","r"
"7/5/2015 1:41:57 AM","Reggie3p","PapaRanger","Hold-W125 VI","$20,000","46","g"
"7/5/2015 1:44:23 AM","soyPendejo","Laity1","Gauss Cannon XII","$300,000","60","p"
"7/5/2015 1:50:38 AM","stexi","RiseUp","Exoprene Shield VII","$12,000","65","g"
"7/5/2015 1:51:03 AM","DarkSky","snipekiller","Burst Cannon VI","$25,000","62","g"
"7/5/2015 1:53:47 AM","bliznit","PapaRanger","Storage III","$165,000","100","b"
"7/5/2015 1:54:34 AM","TheDarkOne","maxpie","WP-V2","$275,000","60","g"
"7/5/2015 2:10:59 AM","Fangsnake","losser","Storage IV","$400,000","100","o"
"7/5/2015 2:13:48 AM","biscutsngrvy","RoyalGuard","Hold-P115 III","$15,000","43","g"
"7/5/2015 2:32:51 AM","Ashmadai","CaptD","Pulverizer VI","$350,000","67","o"
"7/5/2015 2:35:51 AM","krage11","RoyalGuard","Hold-P202 IV","$3,000","42","g"
"7/5/2015 2:56:47 AM","nyc2dc","RoyalGuard","Exoprene Shield III","$10,000","62","b"
"7/5/2015 2:56:56 AM","MrFruitSalt","RoyalGuard","Cytoplast Shield III","$11,000","57","b"
"7/5/2015 2:57:07 AM","nyc2dc","RoyalGuard","Composite Hull VI","$10,000","26","b"
"7/5/2015 2:57:11 AM","MrFruitSalt","RoyalGuard","Composite Hull III","$10,000","28","b"
"7/5/2015 2:58:36 AM","Bruar","galactiga","Fusion Beam VI","$72,000","45","g"
"7/5/2015 3:05:07 AM","cyber178","RoyalGuard","Thorium Armor III","$20,000","73","b"
"7/5/2015 3:16:12 AM","Rhoxursox","DangrousMind","Exoprene Shield XII","$1,400,000","100","o"
"7/5/2015 3:21:07 AM","MUFC","DangrousMind","Storage IV","$500,000","100","o"
"7/5/2015 3:30:24 AM","Ware138","cupubank","Hold-W121 VII","$860","50","g"
"7/5/2015 3:37:46 AM","MrFruitSalt","RoyalGuard","Hold-P103 IX","$15,000","42","p"
"7/5/2015 4:05:17 AM","iSmooth","BRodrigo","Silence II","$9,500","33","g"
"7/5/2015 4:06:39 AM","irwanjoe","bliznit","Horror XIII","$400,000","100","o"
"7/5/2015 4:17:47 AM","Ginger777","iSmooth","Osmium Armor XII","$8,470","51","g"
"7/5/2015 4:21:47 AM","diablorie101","phillipjacks","Skip Drive","$440,000","95","o"
"7/5/2015 4:29:15 AM","MissMaggieX","spudplug","Kismet Gambit V","$72,400","90","g"
"7/5/2015 4:35:50 AM","Norris","spudplug","Hold-W210 III","$12,500","64","g"
"7/5/2015 4:55:10 AM","Propugntom","Spiritak","Serpent II","$5,000","24","g"
"7/5/2015 4:56:10 AM","Propugntom","iSmooth","Rapture IV","$6,050","51","g"
"7/5/2015 5:29:32 AM","MissMaggieX","seth243","Eradicator VIII","$360,000","98","p"
"7/5/2015 6:00:27 AM","MrFruitSalt","TheDarkOne","Hold-W104 VII","$10,000","60","b"
"7/5/2015 6:09:54 AM","Prevari","Superman1333","Hold-P211 III","$2,000","18","g"
"7/5/2015 6:14:08 AM","phlypper","nenaudelis","Composite Hull II","$3,000","62","g"
"7/5/2015 6:19:41 AM","KiNgDaA","God","Carbide Hull VI","$34,000","81","b"
"7/5/2015 6:32:03 AM","flipper","S3NT","Hold-P112 V","$4,000","38","g"
"7/5/2015 6:39:52 AM","Superman1333","DJGing","Exterminator III","$150,000","83","p"
"7/5/2015 6:43:15 AM","Superman1333","Typhon","Cytoplast Shield XIII","$500,000","100","o"
"7/5/2015 6:44:18 AM","FREAKYTMB","Superman1333","Skip Drive","$275,000","25","p"
"7/5/2015 6:56:17 AM","mree","KrytonRD","Hold-P105 VI","$75,000","52","b"
"7/5/2015 7:42:44 AM","SUMMONED","snipekiller","Storage V","$45,000","100","b"
"7/5/2015 7:42:53 AM","Hegemony","Setan1501","Hold-W213 III","$362,000","96","p"
"7/5/2015 7:54:50 AM","kolpo","Bu11dog","Skip Drive","$385,000","39","o"
"7/5/2015 8:13:20 AM","ApolloStar","TheDarkOne","Toil Tech I","$350,000","100","b"
"7/5/2015 8:19:16 AM","RiseUp","kdb8176","Auto Cannon VI","$12,000","43","g"
"7/5/2015 8:38:13 AM","flipper","nenaudelis","Hold-W120 V","$2,000","42","g"
"7/5/2015 8:43:45 AM","peen66","violentium","Hold-R107 VI","$100,000","100","b"
"7/5/2015 8:46:15 AM","Reggie3p","iSmooth","Diamond Armor V","$5,000","62","g"
"7/5/2015 8:56:23 AM","aaronp","Superman1333","Warrior Tech I","$27,500","50","g"
"7/5/2015 8:59:44 AM","Deathknot","kiryto1","Oblivion IX","$300,000","100","p"
"7/5/2015 9:02:44 AM","MrFruitSalt","kiryto1","Radiance VIII","$100,000","72","p"
"7/5/2015 9:14:29 AM","BisoN","Sevenorora","Osmium Armor X","$1,000,000","79","o"
"7/5/2015 9:37:40 AM","","SmokeBreezy","Exoprene Shield VIII","$15,000","56","g"
"7/5/2015 9:51:30 AM","iSmooth","DarkOrbitRU1","Harpy I","$12,500","47","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Hydra I","$2,209","40","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Torment X","$2,002","41","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Diamond Armor VIII","$2,302","47","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Diamond Armor V","$1,436","25","g"
"7/5/2015 9:57:57 AM","aaronprich","Borg","Carbide Hull II","$2,641","52","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Hold-R106 III","$805","34","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Hold-W123 IV","$596","33","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Hold-P217 IV","$415","23","g"
"7/5/2015 9:57:57 AM","aaronprich","seth243","Hold-H119 VII","$1,078","57","g"
"7/5/2015 10:07:43 AM","RoyalGuard","IronBank","Agent Tech I","$125,000","100","b"
"7/5/2015 10:12:06 AM","pyromonkey","Spiritak","Hold-H206 III","$5,500","45","g"
"7/5/2015 10:12:06 AM","pyromonkey","iSmooth","Hold-P206 III","$5,000","59","g"
"7/5/2015 10:13:06 AM","pyromonkey","iSmooth","Hold-P217 III","$5,000","48","g"
"7/5/2015 10:13:06 AM","pyromonkey","seth243","Hold-W107 VII","$1,151","61","g"
"7/5/2015 10:22:22 AM","DaDjsMule1","","Hold-W112 III","$5,000","54","g"
"7/5/2015 10:24:06 AM","ETphoneHOME","nenaudelis","Hold-W103 V","$2,000","43","g"
"7/5/2015 10:27:41 AM","Skystriker","bliznit","Kismet Gambit VII","$85,000","100","b"
"7/5/2015 10:31:11 AM","roperm1","msp1","Sage Tech II","$2,500,000","100","p"
"7/5/2015 10:31:26 AM","Skystriker","bliznit","WP-V1","$70,000","100","b"
"7/5/2015 10:33:14 AM","youngest","iSmooth","Carbide Hull X","$9,000","49","g"
"7/5/2015 10:33:14 AM","youngest","iSmooth","Carbide Hull XI","$10,000","59","g"
"7/5/2015 10:34:15 AM","youngest","iSmooth","Osmium Armor XI","$10,000","46","g"
"7/5/2015 10:40:15 AM","jailbait","DarkOrbitRU1","WP-V6","$1,724","49","g"
"7/5/2015 10:46:54 AM","Oddurz","gyudon","Soultaker V","$20,000","31","g"
"7/5/2015 10:47:43 AM","Dynaco420","justarock","Succubus X","$55,000","38","b"
"7/5/2015 10:56:31 AM","snipekiller","iSmooth","Osmium Armor IX","$10,000","90","g"
"7/5/2015 10:57:23 AM","SUMMONED","msp1","Pulverizer XVIII","$950,000","100","r"
"7/5/2015 10:58:31 AM","snipekiller","nenaudelis","Hold-W122 VII","$1,800","51","g"
"7/5/2015 10:58:31 AM","snipekiller","nenaudelis","Hold-W123 IV","$1,800","39","g"
"7/5/2015 10:58:38 AM","stexi","SeanConnery","Matter Inverter IX","$12,000","18","g"
"7/5/2015 10:59:31 AM","snipekiller","nenaudelis","Hold-P209 VI","$1,800","47","g"
"7/5/2015 11:02:31 AM","stexi","TheDarkOne","Thorium Armor V","$3,000","24","g"
"7/5/2015 11:07:31 AM","stexi","gyudon","Titanium Hull V","$5,000","43","g"
"7/5/2015 11:07:38 AM","Skystriker","gyudon","Osmium Armor X","$35,000","42","b"
"7/5/2015 11:12:11 AM","MissMaggieX","MilkyWay","Burst Cannon XVII","$100,000","99","p"
"7/4/2015 12:10:01 AM","KiNgDaA","reapers502","Exoprene Shield XII","$310,000","51","g"
"7/4/2015 12:16:24 AM","Ashmadai","Gupnat","Hold-H222 V","$25,000","56","g"
"7/4/2015 12:20:25 AM","Dynaco420","Gupnat","Accelerator IX","$30,000","47","g"
"7/4/2015 12:23:43 AM","Mackem","DaGuide","Skip Drive","$155,000","36","g"
"7/4/2015 12:37:58 AM","JusticeFox","brat4life","Hold-R118 VI","$60,000","100","b"
"7/4/2015 12:46:58 AM","Fluffy79","MrFruitSalt","Darkness II","$959","19","g"
"7/4/2015 12:46:58 AM","Fluffy80","iSmooth","Ruin II","$2,961","40","g"
"7/4/2015 12:46:58 AM","Fluffy79","MrFruitSalt","Osmium Armor VI","$1,376","42","g"
"7/4/2015 12:46:58 AM","Fluffy79","MrFruitSalt","Exoprene Shield VI","$1,554","63","g"
"7/4/2015 12:46:58 AM","Fluffy80","MrFruitSalt","Exoprene Shield VI","$1,084","44","g"
"7/4/2015 12:46:58 AM","Fluffy80","MrFruitSalt","Osmium Armor VI","$1,760","59","g"
"7/4/2015 12:47:58 AM","FluffyT","MrFruitSalt","Darkness I","$2,601","57","g"
"7/4/2015 12:47:58 AM","FluffyT","MrFruitSalt","Prophecy I","$1,932","35","g"
"7/4/2015 12:47:58 AM","FluffyT","cupubank","Hydra II","$919","22","g"
"7/4/2015 12:47:58 AM","FluffyT","MrFruitSalt","Carbide Hull VI","$1,431","58","g"
"7/4/2015 12:47:58 AM","FluffyT","MrFruitSalt","Titanium Hull VI","$1,949","54","g"
"7/4/2015 12:50:58 AM","Fluffy78","DreamyState","Succubus III","$3,109","61","g"
"7/4/2015 12:59:25 AM","MrFruitSalt","AmyPewPew","Darkness II","$7,000","19","g"
"7/4/2015 1:03:07 AM","TheDarkOne","pixellated","Omega Rifle IV","$8,000","26","g"
"7/4/2015 1:03:11 AM","MrFruitSalt","MrFruitSalt1","Carbide Hull III","$5,100","25","g"
"7/4/2015 1:13:16 AM","Aishtom","Norris","Exodus IV","$4,500","27","g"
"7/4/2015 1:16:09 AM","iSmooth","UCSxurn","Burst Cannon II","$39,000","48","g"
"7/4/2015 1:20:40 AM","SelfHeal","lekgolo422","Titanium Hull X","$6,500,000","98","w"
"7/4/2015 1:28:56 AM","Armystrong","SpaceDonkey","Exoprene Shield IV","$3,000","18","g"
"7/4/2015 1:32:14 AM","WarCryciS","SpaceDonkey","Toil Tech I","$150,000","100","g"
"7/4/2015 1:35:54 AM","AngryWookie","cupubank","Thorium Armor XIII","$100,000","90","p"
"7/4/2015 1:40:24 AM","ifightnerdz","Masomo","LCD-V2","$250,000","84","p"
"7/4/2015 1:45:49 AM","Superman1333","cupubank","Composite Hull XIV","$400,000","89","o"
"7/4/2015 1:52:17 AM","GENERALX","jaxk","Ophidian II","$20,000","47","g"
"7/4/2015 1:58:42 AM","moi","Everyone","Hold-P104 IV","$8,500","43","g"
"7/4/2015 2:00:18 AM","Mackem","phillipjacks","Skip Drive","$325,000","71","p"
"7/4/2015 2:00:42 AM","Mackem","phillipjacks","Skip Drive","$201,000","72","g"
"7/4/2015 2:24:59 AM","Ashmadai","FantasyGio","Oblivion VI","$10,000","23","g"
"7/4/2015 2:24:59 AM","Ashmadai","papaems","Silence VIII","$5,000","27","g"
"7/4/2015 2:25:59 AM","Ashmadai","cupubank","Osmium Armor IX","$6,050","65","g"
"7/4/2015 2:35:59 AM","blackcrow","swanson1117","Fusion Beam VI","$475,000","84","o"
"7/4/2015 2:59:24 AM","BloodBoy","TexanSOB","Ion Cannon II","$75,000","100","g"
"7/4/2015 3:01:15 AM","Fluffy80","Aardzol","Titanium Hull III","$2,816","55","g"
"7/4/2015 3:06:43 AM","AgentP","theflax","Cabal Tech I","$175,000","100","g"
"7/4/2015 3:09:24 AM","RIFTSQUAD","DreamyState","Ajax Gambit VIII","$64,306","100","g"
"7/4/2015 3:09:24 AM","Skystriker","DroneRaider","Alien Hunter","$89,314","83","g"
"7/4/2015 3:12:24 AM","DreamyState","Norris","Frenzy XII","$4,000","27","g"
"7/4/2015 3:13:18 AM","cupubank","Thundore","Ophidian V","$16,000","57","g"
"7/4/2015 3:20:44 AM","Wolf87","CaptainHook","Desolator VI","$125,000","30","g"
"7/4/2015 3:25:31 AM","pastafazool","mikey007","Hold-H111 VII","$10,000","58","g"
"7/4/2015 3:30:12 AM","MrFruitSalt","iSmooth","Darkness I","$5,000","57","g"
"7/4/2015 3:30:22 AM","MrFruitSalt","iSmooth","Prophecy I","$5,000","35","g"
"7/4/2015 3:37:02 AM","TheGhostShip","Laughter","Storage IV","$404,000","90","o"
"7/4/2015 3:40:35 AM","Achelles","Tertaerus","Wyvern VI","$20,000","24","g"
"7/4/2015 3:43:46 AM","kingswizz","reddahlia","Cytoplast Shield VIII","$10,000","33","g"
"7/4/2015 3:43:56 AM","ifightnerdz","DaGuide","DCD-V8","$450,000","81","p"
"7/4/2015 3:50:23 AM","iSmooth","DreamyState","Hold-H115 III","$12,500","53","g"
"7/4/2015 3:51:13 AM","aaronp","Tertaerus","Skip Drive","$150,000","39","o"
"7/4/2015 3:51:42 AM","ifightnerdz","LibertyBelle","Havok Tech I","$100,000","100","g"
"7/4/2015 3:51:43 AM","aaronp","Tertaerus","Skip Drive","$90,000","53","g"
"7/4/2015 3:53:00 AM","eye1","reddahlia","HX-V5","$30,000","100","g"
"7/4/2015 3:53:37 AM","aaronp","Zeus484","Skip Drive","$150,000","36","o"
"7/4/2015 3:56:47 AM","DreamyState","cupubank","Agony II","$5,500","62","g"
"7/4/2015 3:57:29 AM","cupubank","s44pie","Cytoplast Shield IV","$10,000","19","g"
"7/4/2015 4:01:34 AM","MrFruitSalt","iSmooth","Osmium Armor VI","$5,000","42","g"
"7/4/2015 4:01:46 AM","MrFruitSalt","iSmooth","Osmium Armor VI","$5,000","59","g"
"7/4/2015 4:03:03 AM","MrFruitSalt","iSmooth","Exoprene Shield VI","$5,000","44","g"
"7/4/2015 4:03:43 AM","MrFruitSalt","iSmooth","Carbide Hull VI","$5,000","58","g"
"7/4/2015 4:08:22 AM","aaronp","Sport","Skip Drive","$350,000","87","o"
"7/4/2015 4:08:38 AM","MrFruitSalt","iSmooth","Titanium Hull VI","$5,100","54","g"
"7/4/2015 4:10:55 AM","Hegemony","Mackem","Holocrine Shield XIV","$45,000","31","g"
"7/4/2015 4:10:55 AM","Hegemony","s44pie","Thorium Armor XV","$28,000","72","g"
"7/4/2015 4:23:50 AM","bumalu","lostnfound","Battle Ram","$350,000","86","g"
"7/4/2015 4:40:59 AM","SHxColts","soulscreamer","Penatrator III","$11,999","36","g"
"7/4/2015 4:43:11 AM","shirushvocho","cupubank","Hold-P122 VI","$1,401","100","g"
"7/4/2015 4:46:41 AM","aaronp","Tertaerus","Skip Drive","$290,000","65","o"
"7/4/2015 4:47:40 AM","aaronp","soulscreamer","Hold-P213 III","$26,800","59","g"
"7/4/2015 4:50:51 AM","aaronp","Modus","Skip Drive","$350,000","83","o"
"7/4/2015 5:17:28 AM","iSmooth","moi","Hold-W115 IV","$6,500","57","g"
"7/4/2015 5:19:21 AM","TheGhostShip","TheDarkOne","Alien Hunter","$750,000","100","p"
"7/4/2015 5:20:00 AM","nyc2dc","John108","Hold-W214 IV","$50,000","75","b"
"7/4/2015 5:24:01 AM","kingswizz","justarock","Diamond Armor III","$10,000","48","g"
"7/4/2015 5:26:17 AM","iSmooth","Decoy1337","Hold-H107 III","$12,500","39","g"
"7/4/2015 5:34:43 AM","SUMMONED","TheDarkOne","Ajax Gambit XXI","$350,000","100","b"
"7/4/2015 5:42:04 AM","Minotaur","headstrike","LCD-V6","$2,300,000","100","o"
"7/4/2015 6:21:00 AM","Bu11dog","TheDarkOne","Storage VII","$2,400,000","100","w"
"7/4/2015 6:42:16 AM","plons","cupubank","Hold-W223 V","$774","51","g"
"7/4/2015 6:46:39 AM","AngryWookie","Chronic2000","Hold-W206 IX","$100,000","65","p"
"7/4/2015 6:49:00 AM","WarKrimez","Superman1333","Skip Drive","$450,000","94","o"
"7/4/2015 6:52:16 AM","n000b","Pgh11611","HX-V9","$12,000","18","g"
"7/4/2015 6:53:17 AM","Mackem","cupubank","Basilisk XIII","$2,360","43","g"
"7/4/2015 6:56:22 AM","iSmooth","SamBell","Prophecy I","$9,500","35","g"
"7/4/2015 7:01:49 AM","Oddurz","papaems","Prophecy IV","$10,000","26","g"
"7/4/2015 7:04:54 AM","SexyVixen","PapaRanger","Incinerator VI","$50,000","30","g"
"7/4/2015 7:12:15 AM","iSmooth","papaems","Hold-H207 III","$12,500","51","g"
"7/4/2015 7:12:28 AM","cupubank","papaems","Composite Hull III","$12,000","58","g"
"7/4/2015 7:23:33 AM","Achelles","S3NT","Hold-P211 V","$618","37","g"
"7/4/2015 7:24:33 AM","Achelles","cupubank","Hold-H210 III","$473","22","g"
"7/4/2015 7:35:34 AM","iSmooth","Skystriker","Titanium Hull IV","$35,000","31","g"
"7/4/2015 7:41:49 AM","AngryWookie","tracker","Thorium Armor XVI","$100,000","60","p"
"7/4/2015 7:51:18 AM","ifightnerdz","RivenDeckard","WP-V2","$900,000","77","p"
"7/4/2015 7:53:49 AM","aaronp","iSmooth","Incinerator V","$7,700","30","g"
"7/4/2015 7:53:49 AM","aaronp","cupubank","Prophecy IV","$772","22","g"
"7/4/2015 7:53:49 AM","aaronp","cupubank","Torment XIII","$1,303","42","g"
"7/4/2015 7:53:49 AM","aaronp","cupubank","Kismet Gambit VI","$3,391","70","g"
"7/3/2015 12:21:23 AM","iSmooth","Thundore","Hold-W123 III","$10,500","60","g"
"7/3/2015 12:23:56 AM","iSmooth","TacticalLime","Fusion Beam IV","$29,000","28","g"
"7/3/2015 12:36:57 AM","kanman","iSmooth","Exoprene Shield VI","$5,000","63","g"
"7/3/2015 12:46:57 AM","Molmor","swanson1117","Alien Hunter","$100,000","100","g"
"7/3/2015 12:53:44 AM","Wolf87","Smockey","Eradicator IX","$100,000","57","g"
"7/3/2015 12:59:04 AM","UrsaMinor","GunMetal","HX-V6","$30,400","65","g"
"7/3/2015 1:04:04 AM","moi","andybt","Hold-P113 III","$9,000","46","g"
"7/3/2015 1:05:02 AM","Lethalis","iSmooth","LCD-V2","$20,000","36","g"
"7/3/2015 1:06:28 AM","stexi","iSmooth","HX-V5","$13,000","31","g"
"7/3/2015 1:12:12 AM","Skystriker","cupubank","Cytoplast Shield IV","$418","19","g"
"7/3/2015 1:14:56 AM","gyudon","Auburn14","Osmium Armor VI","$15,000","41","g"
"7/3/2015 1:30:20 AM","Marnok","Thundore","Exoprene Shield V","$10,000","36","g"
"7/3/2015 1:36:45 AM","RoyalGuard","Propugntom","Toil Tech I","$290,000","97","b"
"7/3/2015 1:40:28 AM","lilDiva","bumalu","Storage III","$227,920","100","p"
"7/3/2015 1:42:40 AM","stexi","Propugntom","Thorium Armor XIII","$31,000","22","b"
"7/3/2015 1:55:55 AM","iSmooth","WarRaze","Diamond Armor V","$12,500","61","g"
"7/3/2015 1:56:05 AM","kolpo","shinji2024","Big Crate VI","$12,000,000","102","w"
"7/3/2015 2:00:08 AM","Lethalis","cupubank","Storage V","$60,000","96","p"
"7/3/2015 2:20:54 AM","lokiomen","Armystrong","Exoprene Shield XIII","$749,900","64","p"
"7/3/2015 2:30:52 AM","mystikman73","WarRaze","Ripper X","$1,457","48","g"
"7/3/2015 2:51:00 AM","amarch","RMSinc","Nullcannon XV","$1,000,000","100","o"
"7/3/2015 3:31:17 AM","iSmooth","Bruar","Oblivion VI","$35,000","33","g"
"7/3/2015 3:53:46 AM","olo","ziuteq","LCD-V3","$35,000","100","g"
"7/3/2015 4:14:46 AM","JusticeFox","MrFruitSalt","Titanium Hull VI","$765","31","g"
"7/3/2015 4:14:46 AM","JusticeFox","cupubank","Hold-H207 V","$746","54","g"
"7/3/2015 4:26:28 AM","blackpaarl","Mackem","Sage Mk. IV","$4,000","57","g"
"7/3/2015 4:26:44 AM","fr1endly","IneptFury","Desolator VI","$250,000","100","b"
"7/3/2015 4:27:26 AM","Zeus484","mad187","Neutron Drive","$3,500,000","115","g"
"7/3/2015 4:32:26 AM","AutoJR","Armystrong","Diamond Armor IV","$25,000","100","g"
"7/3/2015 4:32:56 AM","SelfHeal","Armystrong","Basilisk V","$18,000","61","g"
"7/3/2015 4:46:19 AM","s0rc3n","Everyone","Hold-W104 VII","$15,000","38","g"
"7/3/2015 4:51:01 AM","ajayb","cupubank","Cytoplast Shield I","$1,162","45","g"
"7/3/2015 4:51:01 AM","ajayb","cupubank","Exoprene Shield II","$1,663","58","g"
"7/3/2015 5:01:49 AM","bumalu","verrotech","Hold-P112 III","$9,000","36","g"
"7/3/2015 5:11:40 AM","TheDarkOne","iSmooth","Exoprene Shield XII","$15,000","49","g"
"7/3/2015 5:12:51 AM","ficwriterpau","iSmooth","Diamond Armor XIV","$7,500","28","g"
"7/3/2015 5:18:37 AM","RoyalGuard","Ware138","Alien Hunter","$390,000","96","b"
"7/3/2015 5:46:51 AM","Superman1333","blackcrow","Bounty Hunter","$150,000","100","g"
"7/3/2015 6:12:48 AM","OneDeepABN","bumalu","LCD-V5","$100,000","59","b"
"7/3/2015 6:24:42 AM","gyudon","FluffyT","Titanium Hull VI","$15,000","54","g"
"7/3/2015 6:24:51 AM","iSmooth","FluffyT","Exoprene Shield VI","$12,500","63","g"
"7/3/2015 6:24:57 AM","Lethalis","FluffyT","Exoprene Shield VI","$25,000","44","g"
"7/3/2015 6:31:57 AM","DroneRaider","quackerz101","Skip Drive","$300,000","94","p"
"7/3/2015 6:36:21 AM","altbob","Zannah","Technician","$1,500,000","104","p"
"7/3/2015 6:46:04 AM","Borg","S3NT","Havok Mk. I","$20,000","84","g"
"7/3/2015 7:27:11 AM","knife","PortLeon","Exoprene Shield X","$135,600","94","b"
"7/3/2015 7:36:30 AM","shaders977","iSmooth","Carbide Hull IX","$38,500","30","g"
"7/3/2015 7:37:31 AM","Graystripe","shadowman420","Proton Launcher V","$150,000","31","b"
"7/3/2015 7:54:38 AM","LibertyBelle","PondusCruor","Hold-P103 I","$10,000","23","g"
"7/3/2015 8:01:48 AM","LibertyBelle","Superman1333","Rail Gun VI","$15,000","48","g"
"7/3/2015 8:06:08 AM","stexi","FluffyT","Diamond Armor VIII","$13,500","59","g"
"7/3/2015 8:06:19 AM","CaptD","FluffyT","Diamond Armor VIII","$10,000","33","g"
"7/3/2015 8:09:41 AM","iSmooth","djxfer","Exoprene Shield I","$9,500","40","g"
"7/3/2015 8:23:53 AM","Bruar","TheUnspoken","Gravity Smasher IX","$25,000","45","g"
"7/3/2015 8:35:20 AM","Diva","FluffyT","Osmium Armor VIII","$42,500","67","g"
"7/3/2015 8:48:09 AM","Nikiniknik","iSmooth","Storage II","$50,000","72","b"
"7/3/2015 8:52:23 AM","Kark","cupubank","Smolder IV","$3,500","42","g"
"7/3/2015 9:03:48 AM","DayanaBR","Indemnity","Alien Hunter","$150,000","100","g"
"7/3/2015 9:18:55 AM","Zeus484","Rhod","WP-V10","$55,000","100","g"
"7/3/2015 9:19:46 AM","olo","NitroRhod","WP-V11","$500,000","100","g"
"7/3/2015 9:26:34 AM","stexi","theflax","Hold-W213 IV","$3,800","39","g"
"7/3/2015 9:30:33 AM","Marnok","Lethalis","Alien Hunter","$400,000","100","b"
"7/3/2015 9:34:39 AM","WarKrimez","RoyalGuard","Technician","$1,250,000","96","p"
"7/3/2015 9:35:33 AM","float1","seeker66","Viper VII","$1,372","42","g"
"7/3/2015 9:38:33 AM","float1","FluffyT","Osmium Armor VIII","$11,000","59","g"
"7/3/2015 9:44:00 AM","kingswizz","RoyalGuard","Carbide Hull XII","$15,000","34","g"
"7/3/2015 9:51:10 AM","SamBell","FluffyT","Osmium Armor VII","$9,500","39","g"
"7/3/2015 9:53:42 AM","Decoy1337","dajesusbook","Succubus VII","$31,997","58","b"
"7/3/2015 10:02:50 AM","MrFruitSalt","iSmooth","Holocrine Shield III","$2,500","39","g"
"7/3/2015 10:28:15 AM","Oheaven","DiZZLe","Basilisk IX","$20,000","36","g"
"7/3/2015 10:40:16 AM","olo","GoldDigger","Desolator V","$350,000","98","b"
"7/3/2015 10:57:56 AM","ETphoneHOME","HITSQUADnano","Frenzy VI","$100,000","58","g"
"7/3/2015 11:39:32 AM","Buckeye27","FlowerPower","Cytoplast Shield VI","$60,000","76","g"
"7/3/2015 11:39:38 AM","DreamyState","PondusCruor","Titanium Hull II","$4,400","33","g"
"7/3/2015 11:44:38 AM","Aishtom","Pgh11611","Hold-H205 III","$5,000","69","g"
"7/3/2015 11:55:13 AM","iSmooth","DreamyState","Ripper IV","$9,500","50","g"
"7/3/2015 12:02:07 PM","diablorie101","Sport","Skip Drive","$70,000","90","g"
"7/3/2015 12:38:50 PM","TheEnemy","Rhoxursox","Hold-P222 IV","$50,000","52","g"
"7/3/2015 12:42:24 PM","bdad","RobotMonkey","Desolator IX","$200,000","100","b"
"7/3/2015 1:30:10 PM","Zekk","Porkinstein","Hold-H203 VI","$500,000","80","o"
"7/3/2015 1:30:14 PM","iSmooth","utalkintome","Glory V","$35,000","64","g"
"7/3/2015 1:31:30 PM","Aishtom","iSmooth","Titanium Hull VI","$4,500","39","g"
"7/3/2015 1:33:50 PM","RoyalGuard","quackerz101","Alien Hunter","$300,000","44","b"
"7/3/2015 1:39:00 PM","iSmooth","Zinogre","Hold-P211 III","$9,500","26","g"
"7/3/2015 1:41:31 PM","iSmooth","ibsen","Havok Tech I","$299,000","100","b"
"7/3/2015 2:04:01 PM","46and2","GunMetal","Sage Mk. IV","$175,000","100","p"
"7/3/2015 2:17:27 PM","MechaGydrah","Zeus484","Neutron Drive","$3,500,000","115","g"
"7/3/2015 2:26:13 PM","ShadyDream","Kark","Holocrine Shield VIII","$250,000","82","p"
"7/3/2015 2:26:33 PM","NineLashes","Kark","Wyvern XVI","$500,000","75","o"
"7/3/2015 2:27:38 PM","Modus","DiZZLe","Carbide Hull XI","$2,500,000","91","r"
"7/3/2015 2:29:21 PM","DaDjsMule1","mikeobe14","Skip Drive","$450,000","100","o"
"7/3/2015 2:29:24 PM","DaDjsMule1","mikeobe14","Skip Drive","$450,000","100","o"
"7/3/2015 2:29:59 PM","Modus","TexanSOB","Gravity Drive","$2,200,000","88","p"
"7/3/2015 2:47:18 PM","MechaGydrah","Modus","Neutron Drive","$3,500,000","115","g"
"7/3/2015 2:54:27 PM","Majikthise","Norris","Torment XIII","$100,000","100","p"
"7/3/2015 2:57:27 PM","sacudido","Aardzol","Diamond Armor III","$10,000","56","g"
"7/3/2015 2:57:54 PM","SamBell","kromecrowell","Holocrine Shield II","$20,000","35","g"
"7/3/2015 3:01:12 PM","s44pie","Typhon","Screamer XVI","$200,000","43","b"
